ФОРМА;БЛОК;ЗНАЧЕНИЕ
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsAltay/Persmedcard/persmedcard_edit.d/persmedcard_edit.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsEgis3Novosib/Persmedcard/persmedcard_edit.d/data.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsEgis3Novosib/Persmedcard/persmedcard_edit.d/script.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsEgis3Novosib/Persmedcard/persmedcard_edit.d/view.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsEgis3Tomsk/Persmedcard/persmedcard_edit.d/persmedcard_edit.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsKaliningrad/Persmedcard/persmedcard_edit.d/persmedcard_edit.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsKhabarovsk/Persmedcard/persmedcard_edit.d/data.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsKhabarovsk/Persmedcard/persmedcard_edit.d/foms_request.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsKhabarovsk/Persmedcard/persmedcard_edit.d/script.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsKhabarovsk/Persmedcard/persmedcard_edit.d/view.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsMoscowNIIBlohina/Persmedcard/persmedcard_edit.d/script.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsMoscowNIIBlohina/Persmedcard/persmedcard_edit.d/view.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsNiiSerb/Persmedcard/persmedcard_edit.d/persmedcard_edit.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsPrimorie/Persmedcard/persmedcard_edit.d/data.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsPrimorie/Persmedcard/persmedcard_edit.d/script.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsPrimorie/Persmedcard/persmedcard_edit.d/view.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsRKOD/Persmedcard/persmedcard_edit.d/remove_from_registry.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsSakhalin/Persmedcard/persmedcard_edit.d/script.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsSakhalin/Persmedcard/persmedcard_edit.d/view.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsSamRMC/Persmedcard/persmedcard_edit.d/persmedcard_edit.dfrm
Forms/Persmedcard/persmedcard_edit.frm;Юзерформы;UserFormsSaratov/Persmedcard/persmedcard_edit.d/persmedcard_edit.dfrm
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subscript/get_full_years
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subscript/to_upper_case
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subscript/snils
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subscript/base
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subscript/zaprossnils
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subscript/enrichRequestCall
Forms/Persmedcard/persmedcard_edit.frm;subForm;Persmedcard/anonym/anonym
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subscript/accuracyDateCheck
Forms/Persmedcard/persmedcard_edit.frm;subForm;Int/MedicBk/api
Forms/Persmedcard/persmedcard_edit.frm;subForm;Persmedcard/subforms_fields/is_emp
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/polis_oms
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/polis_dms
Forms/Persmedcard/persmedcard_edit.frm;subForm;Persmedcard/subforms_view/registration
Forms/Persmedcard/persmedcard_edit.frm;subForm;Persmedcard/subforms_view/application
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/social_state
Forms/Persmedcard/persmedcard_edit.frm;subForm;Persmedcard/subforms_view/special_case
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/orphan_category
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/agent_ability
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/contingent
Forms/Persmedcard/persmedcard_edit.frm;subForm;Persmedcard/subforms_view/life_categories
Forms/Persmedcard/persmedcard_edit.frm;subForm;Persmedcard/subforms_view/mobility_group
Forms/Persmedcard/persmedcard_edit.frm;subForm;Persmedcard/subforms_view/const_care
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/contact
Forms/Persmedcard/persmedcard_edit.frm;subForm;Persmedcard/subforms_fields/antro
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/consitution
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/pregnancy
Forms/Persmedcard/persmedcard_edit.frm;subForm;Vimis/agentMonitoringVimis/agentMonitoringVimis
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/persdocs
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/addr
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/orphan_place
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/marital_state
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/agent_relatives_docs
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/agent_details
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/work_place
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/agent_lgot_tabs
Forms/Persmedcard/persmedcard_edit.frm;subForm;Persmedcard/subforms_view/CAMI
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/decretiv_group
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/gr_vaccination
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/gr_rentgenograph
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/flu
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_view/names
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_fields/death
Forms/Persmedcard/persmedcard_edit.frm;subForm;InformedAgreement/Patient/patient_ia_tab
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_fields/allergic_anamnes
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_fields/trf_anamnesis
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_fields/monitoring_indication_of_diagnoses
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_fields/PmcVaccinations
Forms/Persmedcard/persmedcard_edit.frm;subForm;Markers/pmc_markers
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_fields/bad_habits
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_fields/inherited_diseases
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_fields/infertility
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/agent_gynec/agent_gynec_contraception
Forms/Persmedcard/persmedcard_edit.frm;subForm;Agents/subforms_fields/medical_reports
Forms/Persmedcard/persmedcard_edit.frm;формы JS;Persmedcard/pmc_regional_privs/pmc_regional_privs_edit.frm
Forms/Persmedcard/persmedcard_edit.frm;формы JS;NosRegistrs/registr_ssz.frm
Forms/Persmedcard/persmedcard_edit.frm;формы JS;Agents/agent_relatives/agent_relatives_add.frm
Forms/Persmedcard/persmedcard_edit.frm;формы JS;Agents/subforms_fields/data_from_edit.frm
Forms/Persmedcard/persmedcard_edit.frm;формы JS;/Forms/MentalHistory/mental_history.frm
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_FED_NATIONALITIES
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_EX_SYSTEMS
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_EX_SYSTEM_VALUES
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_PERSMEDCARD
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_INSURANCE_COMPANIES_BASE
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_GEOGRAFY_BASE
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_AGENT_PERSDOCS
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_PERSDOCTYPES
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_COUNTRIES
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_PERSMEDCARD_EXTERNAL_BASE
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_PERSMEDCARD_BASE
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_COUNTRIES_BASE
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_AGENT_ADDRS
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_GEOGRAFY
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_AGENT_CONTACTS_BASE
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_NR_PATIENTS
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_NR_REMOVE_REASONS
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_NOS_REGISTRS
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_R_SSZ_OUT
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_AGENTS_BASE
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_BJ_BULLETIN_CONTENTS_BASE
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_ZNO_DATA
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_ZNO_DATA_REGISTR_OUT
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_PMC_BLOODGROUPE_CHRON_BASE
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_AGENT_POLIS_BASE
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_AGENT_GYNEC
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_AGENT_PSY_ANAMNESIS
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_LPU_BASE
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_URPRIVS
Forms/Persmedcard/persmedcard_edit.frm;Вьюхи;D_V_AGENT_ORPH_CATEGORIES
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_FED_NATIONALITIES
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_EX_SYSTEMS
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_EX_SYSTEM_VALUES
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_PERSMEDCARD
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_AGENTS
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_BLOODGROUPE
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_DIVISIONS
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_RHESUS
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_EMPLOYERS
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_CABLAB
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_INSURANCE_COMPANIES
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_GEOGRAFY
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_AGENT_PERSDOCS
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_PERSDOCTYPES
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_COUNTRIES
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_NORESIDENT_STATUS
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_MASKS
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_PERSMEDCARD_EXTERNAL
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_AGENT_ADDRS
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_RAIONS
Forms/Persmedcard/persmedcard_edit.frm;Таблицы;D_GEOGRAFYTYPES
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_AGENT_POLIS.GET_ACTUAL_ON_DATE
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_STD.FRM_D
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_AGENT_PERSDOCS.GET_ACTUAL_ON_DATE
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_EX_SYSTEM_VALUES.SET_VAL
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_NR_REQUEST.ADD
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_R_SSZ_OUT.ADD
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_NR_REQUEST.UPD
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_R_SSZ_OUT.UPD
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_PERSMEDCARD.GET_CARD_NUMB_UNKNOWN
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_PERSMEDCARD.DEL_CARD_NUMB_UNKNOWN
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_VERSIONS.GET_VERSION_BY_LPU
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_PERSMEDCARD.CHECK_ALL
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_DAT_TOOLS.FULL_YEARS
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_PMC_CARD_LOCATIONS.GET_ACTUAL
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_AGENT_PSY_ANAMNESIS.GET_LAST
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_AGENT_ORPH_CATEGORIES.GET_ACTUAL_ON_DATE
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_URPRIVS.CHECK_EMP_BPPRIV
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_AGENT_ADDRS.GET_ACTUAL_ON_DATE
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_VIEW_EMPLOYERS_ACTION.ADD
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_AGENT_POLIS.ADD
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_USERS.GET_ID
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_PMC_CARD_LOCATIONS.ADD
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_PERSMEDCARD.GET_CARD_NUMB
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_PERSMEDCARD.UPD_FULL
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_STD.FRM_DT
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_PERSMEDCARD.SGCC_MESSAGE
Forms/Persmedcard/persmedcard_edit.frm;Пакеты и функции;D_PKG_PERSMEDCARD.UPD_ANTHRO
Forms/Persmedcard/persmedcard_edit.frm;СО;PMC_GEN_NUMB_UNKNOWN
Forms/Persmedcard/persmedcard_edit.frm;СО;PMC_UPD_UNKNOWN
Forms/Persmedcard/persmedcard_edit.frm;СО;SszAutoCloseNoticeDeath
Forms/Persmedcard/persmedcard_edit.frm;СО;AgentInfChangeLN
Forms/Persmedcard/persmedcard_edit.frm;СО;AgentFIOadd
Forms/Persmedcard/persmedcard_edit.frm;СО;TransferENP
Forms/Persmedcard/persmedcard_edit.frm;СО;AgentDeathDateCheck
Forms/Persmedcard/persmedcard_edit.frm;СО;ShowSignByAge
Forms/Persmedcard/persmedcard_edit.frm;СО;GenAnonimNumb
Forms/Persmedcard/persmedcard_edit.frm;СО;AgentAddrIsReg
Forms/Persmedcard/persmedcard_edit.frm;СО;GenEmployersNumb
Forms/Persmedcard/persmedcard_edit.frm;СО;hideFERZLButton
Forms/Persmedcard/persmedcard_edit.frm;СО;MaxAllowAge
Forms/Persmedcard/persmedcard_edit.frm;СО;WEBIOMED_hide
Forms/Persmedcard/persmedcard_edit.frm;СО;MedicBK_hide
Forms/Persmedcard/persmedcard_edit.frm;СО;VisibleStatusLgot
Forms/Persmedcard/persmedcard_edit.frm;СО;IntegrationEnabled
Forms/Persmedcard/persmedcard_edit.frm;СО;CheckFor_UNKNOWN
Forms/Persmedcard/persmedcard_edit.frm;СО;CheckPMC_SNILS
Forms/Persmedcard/persmedcard_edit.frm;СО;FrlloManualSend
Forms/Persmedcard/persmedcard_edit.frm;СО;PmcGetPolicOMC
Forms/Persmedcard/persmedcard_edit.frm;СО;AgnPersDocsCitizCheck
Forms/Persmedcard/persmedcard_edit.frm;СО;SpecLpuType
Forms/Persmedcard/persmedcard_edit.frm;СО;hideInfoMax
Forms/Persmedcard/persmedcard_edit.frm;СО;LogEmployersAction
Forms/Persmedcard/persmedcard_edit.frm;Универсальные композиции;unit=""GEOGRAFY"" composition=""DEFAULT""
Forms/Persmedcard/persmedcard_edit.frm;Неопределенные;D_STRAGG
Forms/Persmedcard/persmedcard_edit.frm;Неопределенные;D_P_EXC
Forms/Persmedcard/persmedcard_edit.frm;Неопределенные;D_INSERT_ID
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsKaliningrad/HomeCalls/home_call_edit.frm
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsEgis3Novosib/HomeCalls/home_call_edit.d/data.dfrm
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsEgis3Novosib/HomeCalls/home_call_edit.d/view.dfrm
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsEgis3Tomsk/HomeCalls/home_call_edit.d/home_call_edit.dfrm
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsKaliningrad/HomeCalls/home_call_edit.frm
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsPrimorie/HomeCalls/home_call_edit.d/data.dfrm
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsPrimorie/HomeCalls/home_call_edit.d/script.dfrm
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsPrimorie/HomeCalls/home_call_edit.d/view.dfrm
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsSamRMC/HomeCalls/home_call_edit.d/form.dfrm
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsSaratov/HomeCalls/home_call_edit.d/dopinfo.dfrm
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsVolgograd/HomeCalls/home_call_edit.d/data.dfrm
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsVolgograd/HomeCalls/home_call_edit.d/script.dfrm
Forms/HomeCalls/home_call_edit.frm;Юзерформы;UserFormsVolgograd/HomeCalls/home_call_edit.d/view.dfrm
Forms/HomeCalls/home_call_edit.frm;subForm;Registry/PmcSearch/search_patient
Forms/HomeCalls/home_call_edit.frm;subForm;Registry/PmcSearch/patient_info
Forms/HomeCalls/home_call_edit.frm;формы JS;HomeCalls/home_call_question.frm
Forms/HomeCalls/home_call_edit.frm;формы JS;Reception/select_price.frm
Forms/HomeCalls/home_call_edit.frm;формы JS;HomeCalls/home_call_pass.frm
Forms/HomeCalls/home_call_edit.frm;формы JS;services/select_by_in_lpu.frm
Forms/HomeCalls/home_call_edit.frm;формы JS;Directions/select_contract_by_pk.frm
Forms/HomeCalls/home_call_edit.frm;формы JS;Directions/select_patient_ami_directs.frm
Forms/HomeCalls/home_call_edit.frm;формы JS;Reg/select_discounts.frm
Forms/HomeCalls/home_call_edit.frm;формы JS;HomeCalls/home_call_set_state.frm
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_HOME_CALL_INITS
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_HOME_CALL_CAUSES
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_HOME_CALL_TYPES
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_DIR_REG_TYPES
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_PERSMEDCARD
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_LPU
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_QUOTA_GROUPS
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_DISEASECASES_OPEN
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_DIRECTION_SERVICES_BASE
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_SERVICES_BASE
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_PAYMENT_KIND_BASE
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_SERVICES_PAYS_BASE
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_SOCIALSTATE_PAYS
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_HOME_CALL_BULLETINES
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_SERVICES
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_AGENTS_BASE
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_NR_NEWBORN_CARD
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_AGENT_ADDRS
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_AGENT_ADDRS_BASE
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_AGENT_WORK_PLACES
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_URPRIVS
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_AGENT_SOCIAL_STATES
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_AGENT_ORPH_CATEGORIES
Forms/HomeCalls/home_call_edit.frm;Вьюхи;D_V_PERSMEDCARD_BASE
